year,week,date,provincia,calls,latitude,longitude
2017,25,2017-07-01,Palermo,4,38.1112268,13.3524434
2017,26,2017-07-08,Palermo,2,38.1112268,13.3524434
2017,29,2017-07-29,Palermo,3,38.1112268,13.3524434
2017,30,2017-08-05,Palermo,3,38.1112268,13.3524434
2017,31,2017-08-12,Palermo,1,38.1112268,13.3524434
2017,33,2017-08-26,Palermo,3,38.1112268,13.3524434
2017,34,2017-09-02,Palermo,1,38.1112268,13.3524434
2017,35,2017-09-09,Palermo,1,38.1112268,13.3524434
2017,36,2017-09-16,Palermo,2,38.1112268,13.3524434
2017,38,2017-09-30,Palermo,3,38.1112268,13.3524434
2017,39,2017-10-07,Palermo,2,38.1112268,13.3524434
2017,40,2017-10-14,Palermo,1,38.1112268,13.3524434
2017,41,2017-10-21,Palermo,1,38.1112268,13.3524434
2017,42,2017-10-28,Palermo,2,38.1112268,13.3524434
2017,44,2017-11-11,Palermo,4,38.1112268,13.3524434
2017,45,2017-11-18,Palermo,3,38.1112268,13.3524434
2017,46,2017-11-25,Palermo,6,38.1112268,13.3524434
2017,47,2017-12-02,Palermo,3,38.1112268,13.3524434
2017,48,2017-12-09,Palermo,2,38.1112268,13.3524434
2017,49,2017-12-16,Palermo,2,38.1112268,13.3524434
